date,areaName,areaCode,newCasesBySpecimenDate,cumCasesBySpecimenDate,newCasesByPublishDate,cumDailyNsoDeathsByDeathDate,hospitalCases
2020-05-19,Exeter,E07000041,2,215,0,,
2020-05-18,Exeter,E07000041,0,213,0,,
2020-05-17,Exeter,E07000041,2,213,0,,
2020-05-16,Exeter,E07000041,0,211,1,,
2020-05-15,Exeter,E07000041,3,211,0,,
2020-05-14,Exeter,E07000041,1,208,1,,
2020-05-13,Exeter,E07000041,6,207,0,,
2020-05-12,Exeter,E07000041,1,201,0,,
2020-05-11,Exeter,E07000041,0,200,0,,
2020-05-10,Exeter,E07000041,1,200,2,,
2020-05-09,Exeter,E07000041,0,199,0,,
2020-05-08,Exeter,E07000041,2,199,0,,
2020-05-07,Exeter,E07000041,3,197,1,,
2020-05-06,Exeter,E07000041,2,194,1,,
2020-05-05,Exeter,E07000041,3,192,4,,
2020-05-04,Exeter,E07000041,2,189,2,,
2020-05-03,Exeter,E07000041,2,187,1,,
2020-05-02,Exeter,E07000041,5,185,1,,
2020-05-01,Exeter,E07000041,5,180,1,,
2020-04-30,Exeter,E07000041,3,175,3,,
2020-04-29,Exeter,E07000041,3,172,0,,
2020-04-28,Exeter,E07000041,3,169,0,,
2020-04-27,Exeter,E07000041,8,166,1,,
2020-04-26,Exeter,E07000041,5,158,5,,
2020-04-25,Exeter,E07000041,3,153,1,,
2020-04-24,Exeter,E07000041,3,150,1,,
2020-04-23,Exeter,E07000041,2,147,3,,
2020-04-22,Exeter,E07000041,3,145,7,,
2020-04-21,Exeter,E07000041,3,142,,,
2020-04-20,Exeter,E07000041,7,139,,,
2020-04-19,Exeter,E07000041,1,132,,,
2020-04-18,Exeter,E07000041,6,131,,,
2020-04-17,Exeter,E07000041,5,125,,,
2020-04-16,Exeter,E07000041,5,120,,,
2020-04-15,Exeter,E07000041,5,115,,,
2020-04-14,Exeter,E07000041,2,110,,,
2020-04-13,Exeter,E07000041,7,108,,,
2020-04-12,Exeter,E07000041,9,101,,,
2020-04-11,Exeter,E07000041,4,92,,,
2020-04-10,Exeter,E07000041,5,88,,,
2020-04-09,Exeter,E07000041,8,83,,,
2020-04-08,Exeter,E07000041,2,75,,,
2020-04-07,Exeter,E07000041,11,73,,,
2020-04-06,Exeter,E07000041,5,62,,,
2020-04-05,Exeter,E07000041,3,57,,,
2020-04-04,Exeter,E07000041,4,54,,,
2020-04-03,Exeter,E07000041,5,50,,,
2020-04-02,Exeter,E07000041,4,45,,,
2020-04-01,Exeter,E07000041,9,41,,,
2020-03-31,Exeter,E07000041,4,32,,,
2020-03-30,Exeter,E07000041,5,28,,,
2020-03-29,Exeter,E07000041,2,23,,,
2020-03-28,Exeter,E07000041,4,21,,,
2020-03-27,Exeter,E07000041,2,17,,,
2020-03-26,Exeter,E07000041,2,15,,,
2020-03-25,Exeter,E07000041,3,13,,,
2020-03-24,Exeter,E07000041,0,10,,,
2020-03-23,Exeter,E07000041,2,10,,,
2020-03-22,Exeter,E07000041,0,8,,,
2020-03-21,Exeter,E07000041,0,8,,,
2020-03-20,Exeter,E07000041,2,8,,,
2020-03-19,Exeter,E07000041,0,6,,,
2020-03-18,Exeter,E07000041,0,6,,,
2020-03-17,Exeter,E07000041,0,6,,,
2020-03-16,Exeter,E07000041,2,6,,,
2020-03-15,Exeter,E07000041,0,4,,,
2020-03-14,Exeter,E07000041,1,4,,,
2020-03-13,Exeter,E07000041,1,3,,,
2020-03-12,Exeter,E07000041,0,2,,,
2020-03-11,Exeter,E07000041,0,2,,,
2020-03-10,Exeter,E07000041,0,2,,,
2020-03-09,Exeter,E07000041,0,2,,,
2020-03-08,Exeter,E07000041,0,2,,,
2020-03-07,Exeter,E07000041,0,2,,,
2020-03-06,Exeter,E07000041,0,2,,,
2020-03-05,Exeter,E07000041,0,2,,,
2020-03-04,Exeter,E07000041,1,2,,,
2020-03-03,Exeter,E07000041,0,1,,,
2020-03-02,Exeter,E07000041,1,1,,,
